vid,pid,uid,video_height,video_width,video_duration,video_ratio,video_format,music_title,music_duration,post_content,post_location,post_suggested_words,post_text_language,video_path,post_time,user_following_count,user_follower_count,user_likes_count,user_video_count,user_digg_count,user_heart_count,user_friend_count,popularity,total_frames,frame_rate,has_face,face_frame_rate,avg_faces_per_frame,multi_person_ratio,avg_face_area_ratio,max_face_area_ratio,close_up_ratio,dominant_emotion,emotion_distribution
VIDEO00001138,POST00000328,USER00003818,960,720,25,720p,mp4,sonido original,25,"so,shattered,was,allison,that,she,tried,to,rumor,herself,into,being,happy,theumbrellaacademy,theumbrellaacademy3,fyp,parati",ES,"['Allison Hargreeves', 'umbrella academy', 'Allison Hargreeves | Umbrella Academy', 'the umbrella academy allison', 'the umbrella academy', 'The Umbrella Academy Clips', 'allison rumoring herself happy', 'Allison - Umbrella Academy Season 3', 'allison', 'Umbrella Academy Season 3']",en,train/USER00003818/VIDEO00001138.mp4,2022-06-24 12:59,3,135,20200,39,514,20200,0,7.22,763.0,30.0,1,0.92,1.0,0.0,0.3424,0.6235,0.5652,none,{}
VIDEO00001345,POST00000517,USER00002552,576,576,12,540p,mp4,sonido original,8,"late,to,the,trend,but,i,found,this,funny,klaushargreeves,tua,theumbrellaacademy,edit",FR,[],en,train/USER00002552/VIDEO00001345.mp4,2022-08-18 09:58,114,2704,222000,17,86600,222000,0,9.72,358.0,30.0,1,0.2727,1.0,0.0,0.0209,0.0487,0.0,none,{}
VIDEO00001144,POST00000332,USER00003057,1024,576,140,540p,mp4,original sound,140,"greenscreen,They,really,put,the,L,in,Umbrella,umbrellaacademy,netflixshow,hargreevesfamily,netflixoriginal,umbrellaacademyseason3,review,supaflyreviews,honestlynevermind",CA,[],en,train/USER00003057/VIDEO00001144.mp4,2022-06-26 20:01,131,265900,18800000,897,58800,18800000,0,7.31,4209.0,29.97002997002997,1,1.0069,3.4658,0.9589,0.0261,0.3143,0.0068,neutral,"{'angry': 0.1702, 'fear': 0.0213, 'happy': 0.0213, 'neutral': 0.7021, 'sad': 0.0638, 'surprise': 0.0213}"
VIDEO00001155,POST00000342,USER00003267,710,576,14,540p,mp4,original sound,14,"solos,umbrellaacademy,theumbrellaacademy,tua,tua3,tuaseason3,sparrowacademy,benhargreeves,fivehargreeves,numberfive,fyp",HU,[],es,train/USER00003267/VIDEO00001155.mp4,2022-06-29 12:20,387,216300,25800000,711,53900,25800000,0,9.78,838.0,60.0,1,0.8462,1.6364,0.4545,0.0605,0.1502,0.0,none,{}
VIDEO00001159,POST00000346,USER00000498,1024,576,7,540p,mp4,เสียงต้นฉบับ - Sunflower_Lyrics🌻,54,"What,do,y,all,have,me,watching,lmfao,umbrellaacademy",US,"['umbrella academy', 'the umbrella academy', 'luther and allison hargreeves', 'allison luther', 'Five Hargreeves - Umbrella Academy', 'luther and sloane', 'the umbrella academy allison', 'five and lila', 'The Umbrella Academy Clips', 'The Umbrella Academy Scenes']",en,train/USER00000498/VIDEO00001159.mp4,2022-06-30 07:09,380,19600,14700000,2748,176700,14700000,0,11.1,209.0,30.0,1,0.6667,2.0,0.25,0.1564,0.5167,0.5,angry,{'angry': 1.0}
VIDEO00002106,POST00001227,USER00002807,960,720,8,720p,mp4,dźwięk oryginalny,8,"diegohargreeves,theumbrellaacademy,aidansarmy,viral,umbrellaacademy,tua,numbertwo",PL,[],un,train/USER00002807/VIDEO00002106.mp4,2022-12-30 19:03,185,214200,24900000,608,8387,24900000,0,11.44,258.0,30.0,1,0.375,1.6667,0.3333,0.0307,0.0925,0.0,none,{}
VIDEO00002640,POST00001729,USER00000638,1246,576,39,540p,mp4,sonido original,39,"arathdelatorre,al,noticias,espectaculos,anamariaalvarado,entretenews",MX,[],es,train/USER00000638/VIDEO00002640.mp4,2023-02-26 01:53,122,452600,5400000,1114,999,5400000,0,8.54,1197.0,30.0,1,1.0256,2.425,0.95,0.0667,0.1854,0.0,angry,"{'angry': 0.5, 'neutral': 0.5}"
VIDEO00003613,POST00002629,USER00002282,1024,576,152,540p,mp4,sonido original,152,"joanavegabiestro,arathdelatorre,programahoy,saleelsol,entretenews,fyp,parati",MX,[],un,train/USER00002282/VIDEO00003613.mp4,2023-05-22 20:07,1097,608000,8000000,851,1170,8000000,0,7.52,4582.0,30.0,1,1.0066,3.0458,1.0,0.0503,0.2034,0.0,neutral,"{'happy': 0.3333, 'neutral': 0.6667}"
VIDEO00001698,POST00000856,USER00004061,1024,576,116,540p,mp4,sonido original,116,"fyp,parati,novela,maravilla,lucia,adriana,beto,food,arathdelatorre,michellevieth,foryou",MX,[],un,train/USER00004061/VIDEO00001698.mp4,2022-10-22 17:56,11,73700,2200000,61,254,2200000,0,8.58,3491.0,30.0,1,0.9052,1.8857,0.419,0.0312,0.183,0.0,angry,"{'angry': 0.4444, 'happy': 0.2222, 'neutral': 0.1111, 'sad': 0.2222}"
VIDEO00002813,POST00001895,USER00004617,1024,576,39,540p,mp4,sonido original,39,"ArathDeLaTorre,y,SusyLu,nos,toda,la,tanda,de,experiencias,aprendidas,en,su,matrimonio,tocando,temas,fundamentales,como,el,amor,sexo,matrimonio,y,tener,hijos,en,EscuchaloEnPodimo",MX,[],es,train/USER00004617/VIDEO00002813.mp4,2023-03-15 00:30,31,30300,325800,536,248,325800,0,8.25,1182.0,29.97002997002997,1,1.025,2.0244,1.0,0.0328,0.0503,0.0,neutral,"{'disgust': 0.04, 'happy': 0.24, 'neutral': 0.44, 'sad': 0.08, 'surprise': 0.2}"
VIDEO00004016,POST00003004,USER00000638,1024,576,113,540p,mp4,sonido original,113,"ingridmartz,triste,por,lo,que,entre,arathdelatorre,y,joanavegabiestro,anamariaalvarado,entretenews,espectaculos,noticias",MX,[],es,train/USER00000638/VIDEO00004016.mp4,2023-06-22 12:35,122,452600,5400000,1114,999,5400000,0,8.81,3408.0,30.0,1,1.0088,3.0,1.0,0.0183,0.0365,0.0,sad,"{'angry': 0.0909, 'happy': 0.1818, 'sad': 0.3636, 'surprise': 0.3636}"
VIDEO00003657,POST00002670,USER00001632,1024,576,21,540p,mp4,sonido original,21,"AndreaLegarreta,revela,si,en,momento,ArathdelaTorre,ha,sido,violento,con,sus,DePrimeramano,Entretenews",MX,[],es,train/USER00001632/VIDEO00003657.mp4,2023-05-24 22:54,20,868200,17900000,4124,78,17900000,0,6.84,634.0,30.0,1,0.9524,1.15,0.15,0.2878,1.7997,0.25,happy,{'happy': 1.0}
VIDEO00002014,POST00001143,USER00000221,1024,576,54,540p,mp4,suara asli - Gilar48,54,"Tutorial,Bermain,Latto,Latto,latto,lattolatto,mainanjadul,jadul,lattolattomakassar,lattolattofyp,nostalgia,nostalgia90an,90an",ID,[],id,train/USER00000221/VIDEO00002014.mp4,2022-12-18 01:23,230,655200,5400000,691,148700,5400000,0,9.46,1630.0,30.0,1,0.9815,1.1509,0.1509,0.0237,0.0962,0.0,neutral,"{'fear': 0.1, 'happy': 0.1, 'neutral': 0.8}"
VIDEO00004625,POST00003571,USER00003238,1280,720,58,720p,mp4,Seven (feat. Latto) - Clean Ver.,60,"jungkook,seven,latto,Japanesever,kpop",JP,[],ja,train/USER00003238/VIDEO00004625.mp4,2023-08-02 12:54,58,13000,941300,291,198,941300,0,8.57,1764.0,30.0,1,0.7414,1.3953,0.2558,0.0559,0.2268,0.0,happy,"{'happy': 0.5, 'sad': 0.5}"
VIDEO00004604,POST00003554,USER00003984,720,720,57,720p,mp4,Seven (feat. Latto) - Clean Ver.,60,"Seven,feat,Latto,Clean,Ver,seven",KR,[],ko,train/USER00003984/VIDEO00004604.mp4,2023-07-31 23:21,36,2805,294900,11,1632,294900,0,10.83,1738.0,30.0,1,0.8421,1.0833,0.0833,0.0463,0.1014,0.0,none,{}
VIDEO00004570,POST00003520,USER00001514,1024,576,86,540p,mp4,Seven (feat. Latto) - Clean Ver.,60,"dypykpop,video,traduccion,inkigayo,jeonjungkook,jungkook,kookie,jk,bts,btsarmy,army,fyp,tiktok,parati,2023,song,seven,latto,flop",AR,[],un,train/USER00001514/VIDEO00004570.mp4,2023-07-30 14:20,82,22300,2300000,4104,1270,2300000,0,9.2,2600.0,30.0,1,0.7791,4.5373,0.806,0.0087,0.0326,0.0,neutral,{'neutral': 1.0}
VIDEO00004253,POST00003220,USER00004277,1024,576,12,540p,mp4,原聲 - necklace,12,"friendshipnecklace,bff,worldnetgifts,tiktokusa,necklace,bffsforever,fyp",US,[],un,train/USER00004277/VIDEO00004253.mp4,2023-07-10 21:05,1,89900,574000,190,2,574000,0,10.23,380.0,30.0,1,0.0833,1.0,0.0,0.0053,0.0053,0.0,none,{}
VIDEO00003656,POST00002669,USER00000329,1024,576,9,540p,mp4,original sound,8,"Replying,to,antonio",US,"['katie richie necklace', 'necklaces', 'Necklace Jewelry', 'men necklace', 'chains necklace', 'necklaces for men', 'gold necklace', 'Gold Jewelry Necklace', 'Pendant Necklace', 'chain necklace men']",en,train/USER00000329/VIDEO00003656.mp4,2023-05-24 22:45,446,2300000,415500000,3513,32300,415500000,0,11.33,269.0,30.0,1,1.125,1.4444,0.3333,0.1823,0.2928,0.0,surprise,{'surprise': 1.0}
VIDEO00004454,POST00003411,USER00004277,1024,576,10,540p,mp4,原聲 - necklace,10,"bffloveyou,bfflove,necklace,friendshipgifts,foryoupage,tiktokusa,giftforkids,friendship,friendshipnecklace,matchingnecklaces,magneticnecklace,TikTokFashion,bffsforever,bffgift,bff,gift,bff,fashion,gi",US,[],un,train/USER00004277/VIDEO00004454.mp4,2023-07-22 14:20,1,89900,574000,190,2,574000,0,7.44,326.0,30.0,1,0.2,1.0,0.0,0.0102,0.016,0.0,none,{}
VIDEO00005013,POST00003930,USER00004277,1024,576,12,540p,mp4,原聲 - necklace,12,"Wear,a,friendship,necklace,with,your,best,friend,necklace,buff,popular,gift,friendship,lovegift,fyp",TW,[],en,train/USER00004277/VIDEO00005013.mp4,2023-08-27 12:58,1,89900,574000,190,2,574000,0,5.52,375.0,30.0,1,0.3333,1.0,0.0,0.0089,0.0169,0.0,none,{}
VIDEO00001573,POST00000736,USER00002499,1024,576,89,540p,mp4,original sound - J U L I E T,89,"julietnecklace,barnecklace,necklace,engravednecklace",PH,[],un,train/USER00002499/VIDEO00001573.mp4,2022-09-29 09:21,236,275500,3900000,242,8644,3900000,0,12.04,2697.0,30.0,1,0.0112,1.0,0.0,0.0272,0.0272,0.0,none,{}
VIDEO00001904,POST00001043,USER00003083,1024,576,11,540p,mp4,Spin Back X Collide Mashup,18,"IM,INLUVVVVV,talabykyla,fyp,wearyourstory,jewelryph,foryou,trendsettersbazaar,engravedjewelry",PH,[],de,train/USER00003083/VIDEO00001904.mp4,2022-11-30 03:31,3,1100000,19000000,1763,3582,19000000,0,8.69,352.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00004960,POST00003878,USER00004938,702,576,7,540p,mp4,som original,7,"intelligentgirl,aesthetic,pinterestinspo,pourtoi,foryou,fyp",LB,[],un,train/USER00004938/VIDEO00004960.mp4,2023-08-24 07:44,68,52500,5500000,181,1089,5500000,0,9.32,223.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00002796,POST00001879,USER00003607,1024,576,22,540p,mp4,son original,58,"which,ones,next,aesthetic,aesthetics,pinterest,thisis4u,romantizinglife,coquette,coquetteaesthetic,coconutgirl,coconutgirlaesthethic,darkacademia,darkacademiaaesthetic,foryourpage,foryou,fyp,fy,viral",DE,"['Dark Academia', 'Different Aesthetics', 'coquette aesthetic', 'dark academia outfit', 'dark academia aesthetic', 'coconut aesthetic', 'coquette', 'dark coquette', 'types of aesthetics', 'aesthetic']",en,train/USER00003607/VIDEO00002796.mp4,2023-03-13 11:30,47,27800,3200000,246,30400,3200000,0,9.57,663.0,30.0,1,0.2727,1.8333,0.8333,0.0614,0.078,0.0,none,{}
VIDEO00005035,POST00003948,USER00001466,1024,576,75,540p,mp4,Wes Anderson-esque Cute Acoustic,137,"greenscreenvideo,Elevate,your,style,with,simple,changes,styletips,fashiontiktok,elevatedbasics,richmomvibes,whatnottowear",US,"['Straight Leg Jeans', 'what not to wear', 'style tips', 'Fashion', 'Fashion Tips', 'Fashion TikTok', 'Fashion Styles', 'Elevate Your Style', 'style', 'what not to wear series']",en,train/USER00001466/VIDEO00005035.mp4,2023-08-28 13:30,158,87100,1200000,373,49800,1200000,0,11.51,2254.0,30.0,1,1.0133,2.0526,0.8289,0.0415,0.1006,0.0,neutral,"{'fear': 0.1071, 'happy': 0.25, 'neutral': 0.4643, 'sad': 0.1786}"
VIDEO00004970,POST00003888,USER00004402,1024,576,91,540p,mp4,original sound,91,"Meredith,I,got,YOU,How,to,elevate,a,basic,outfit,fallfashion,fallfashion2023,midsizeuniversity,elevatedoutfit,styletips,fashiontips",US,[],en,train/USER00004402/VIDEO00004970.mp4,2023-08-25 00:12,132,931100,6100000,351,125,6100000,0,8.54,2749.0,30.0,1,1.011,1.1522,0.1413,0.0793,0.2186,0.0,happy,"{'angry': 0.0769, 'fear': 0.0769, 'happy': 0.5385, 'neutral': 0.2308, 'surprise': 0.0769}"
VIDEO00003188,POST00002239,USER00002148,1024,576,34,540p,mp4,People (Sped Up),60,"How,to,dress,better,with,these,very,easy,style,tips,I,m,sharing,my,top,4,style,tips,on,how,to,dress,better,that,are,super,simple,to,implement,with,items,you,probably,already,have,in,your,closet,With,these,tips,you,be,able,to,create,endless,outfit,combinations,that,are,both,stylish,and,sustainable,The,goal,is,to,get,creative,with,what,you,already,have,and,love,your,clothes,all,while,growing,your,intentional,wardrobe,Check,out,my,blog,shopltk,for,more,info,and,outfit,details,at,the,link,in,bio,easystyletips,minimalstyle,stylingideas,intentionalwardrobe",CA,[],en,train/USER00002148/VIDEO00003188.mp4,2023-04-18 19:13,88,44600,304800,256,304,304800,0,7.7,1041.0,30.0,1,0.7353,1.0,0.0,0.0098,0.056,0.0,happy,"{'happy': 0.6667, 'neutral': 0.3333}"
VIDEO00001474,POST00000639,USER00002148,1024,576,31,540p,mp4,2 Be Loved (Am I Ready),60,"Petite,styling,tips,Incorporating,a,few,tips,into,two,transitional,fall,outfits,for,all,my,petite,girlies,For,reference,I,m,5,3,petitefashion,petitestyletips,intentionalwardrobe,styletipsforwomen,styletips,falloutfitideas,wardrobeessential,styleinspo",CA,[],en,train/USER00002148/VIDEO00001474.mp4,2022-09-12 17:30,88,44600,304800,256,304,304800,0,9.48,956.0,30.0,1,1.0323,1.8438,0.8125,0.0055,0.0072,0.0,happy,{'happy': 1.0}
VIDEO00005027,POST00003943,USER00000913,1024,576,8,540p,mp4,family affair,15,"The,power,of,styling,your,clothes,part,2,styletips,outfitinspo,styleinspo",CA,[],en,train/USER00000913/VIDEO00005027.mp4,2023-08-27 23:01,212,253700,11700000,1049,29400,11700000,0,11.51,248.0,30.0,1,1.125,1.1111,0.1111,0.0099,0.0227,0.0,none,{}
VIDEO00003493,POST00002516,USER00001743,1280,720,14,720p,mp4,Mega Family Affair,60,"GRWM,Spring,Outfit,Style,tip,1,Don,t,pull,your,socks,all,the,way,up,Instead,pull,them,down,half,way,for,a,better,look,Style,tip,2,If,trench,coat,looks,too,bulky,tie,it,at,the,back,for,a,slimmer,look,and,to,accentuate,the,waist,Follow,for,more,style,tips,styletips,syleinspo,stylehacks,fashionhacks,fashionhack,stylehack,clothinghacks,grwm,springoutfit,springoutfits,outfitinspo,outfitideas,trenchcoat,catsuit,girltips,girlhacks",US,[],en,train/USER00001743/VIDEO00003493.mp4,2023-05-13 16:33,311,333400,11500000,677,6095,11500000,0,8.41,436.0,30.0,1,0.4286,1.0,0.0,0.0106,0.0156,0.0,none,{}
VIDEO00001992,POST00001121,USER00002633,1026,576,41,540p,mp4,Aesthetic Girl,60,"ada,yg,udah,pernah,denger,ttg,teknik,the,third,rule,ini,belumm,thethirdrule,stylingtips,stylingrule,stylingtechnique,outfitideas,outfitinspo,fashiontips",ID,[],id,train/USER00002633/VIDEO00001992.mp4,2022-12-15 12:02,187,133600,3500000,771,4199,3500000,0,9.12,1251.0,30.0,1,1.0244,1.0714,0.0714,0.0081,0.026,0.0,neutral,{'neutral': 1.0}
VIDEO00002999,POST00002069,USER00004294,1280,720,29,720p,mp4,Roxanne - Instrumental,60,"How,to,Instantly,Improve,Your,Style,fashiontiktok,styletips,styleimprovement,howtofashion,mensfashion,mensfashiontips",US,"['how to improve your style men', 'how to improve your style', 'relaxed fit jeans', 'skinny jeans', 'Style Tips', 'style', ""men's fashion"", 'Fashion Tips', 'fashion', 'style for men']",en,train/USER00004294/VIDEO00002999.mp4,2023-04-01 00:01,180,72000,1100000,102,14600,1100000,0,10.43,878.0,30.0,1,0.7586,1.0,0.0,0.0551,0.1089,0.0,none,{}
VIDEO00003388,POST00002419,USER00001069,1024,576,55,540p,mp4,original sound,55,"greenscreen,You,probably,missed,part,1,Fashion,Inspo,More,on,flat,girl,tips,There,a,whole,lot,more,on,store,Looking,much,more,flattering,in,whatever,you,choose,to,wear,is,the,goal,howtowear,flatchest,flatchestproblems,tiktokfashion,outfitinspo,whattowear,fashiontok,styletips,styleinspo,styleguide,fashioninspo",US,"['Clara Dao', 'Tube Top', 'Fashion Inspo', 'outfit inspo', 'tank', 'fashion', 'Outfit', 'outfit styles', 'Style Tips', 'tank tops']",en,train/USER00001069/VIDEO00003388.mp4,2023-05-04 23:58,23,3438,179400,655,5647,179400,0,8.56,1112.0,19.92,1,1.0172,2.1864,0.8983,0.0819,0.2535,0.0,neutral,"{'angry': 0.2593, 'disgust': 0.037, 'happy': 0.1111, 'neutral': 0.2963, 'sad': 0.0741, 'surprise': 0.2222}"
VIDEO00004154,POST00003129,USER00001926,1024,576,30,540p,mp4,Aesthetic,60,"Stop,wearing,these,three,things,if,you,want,to,update,your,wardrobe,fashiontiktok,styletips,fashionadvice,fashionhelp,styleupgrade,fashionupdate,millennialfashion,stylehelp,genxstyle,styleupdate",CA,[],en,train/USER00001926/VIDEO00004154.mp4,2023-07-02 20:52,427,710300,8300000,1413,129700,8300000,0,10.2,916.0,30.0,1,1.0333,1.3548,0.3226,0.0541,0.1172,0.0,happy,"{'happy': 0.6, 'sad': 0.2, 'surprise': 0.2}"
VIDEO00002117,POST00001236,USER00001128,1024,576,31,540p,mp4,original sound,30,"Things,that,make,your,clothes,look,cheap,and,what,to,do,instead,part,3,style,styletips,fashion,tiktokfashion,fashionhacks",US,[],en,train/USER00001128/VIDEO00002117.mp4,2023-01-01 00:34,220,29700,231600,1334,36600,231600,0,8.94,929.0,30.0,1,1.0333,1.3548,0.3226,0.08,0.1267,0.0,disgust,"{'disgust': 0.3333, 'happy': 0.3333, 'sad': 0.3333}"
VIDEO00003353,POST00002387,USER00003816,1280,720,45,720p,mp4,original sound,45,"Silver,the,Hedgehog,sonic,comics,sonicthehedgehog",US,"['Silver The Hedgehog', 'Shadow The Hedgehog', 'silver vs shadow', 'sonic rivals', 'sonic generations', 'all sonic characters', 'sonic forces', 'shadow sonic', 'super silver', 'strongest hedgehog']",en,train/USER00003816/VIDEO00003353.mp4,2023-05-02 21:46,20,2847,209200,41,166,209200,0,9.19,2749.0,60.0,1,0.0667,1.0,0.0,0.0329,0.0582,0.0,none,{}
VIDEO00004869,POST00003794,USER00004648,720,576,10,540p,mp4,Thot k by iluvern,10,"Editing,silver,is,so,sonic,sonicthehedgehog,shadowthehedgehog,shadow,sonicedit,silver,silverthehedgehog,silverthehedgehogedit,iluvern,silveredit,tween,tweening,tweeninganimation,sonictweening,thotk,tweeningedit,fy,fyp,foryou,foryoupage,fypage",CA,"['silver x blaze', 'silver the hedgehog', 'Sonic Edits', 'goofy haha', 'Silver The Hedgehog Edit', 'Sonic the Hedgehog', 'silver', 'sonic', 'Sonic The Hedgehog Edits', 'shadow the hedgehog']",en,train/USER00004648/VIDEO00004869.mp4,2023-08-19 08:22,96,136500,6200000,39,63700,6200000,0,9.27,301.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00003390,POST00002421,USER00004478,576,576,11,540p,mp4,original sound,10,"SILVERTHEHEDGEHOG,Silver,cr,Married,to,Karina,sonic,sonicthehedgehog,shadowthehedgehogsilver,shadow,world,earth,trend,fyp,foryou,dontflop,viral,tweening,sonicanimation,sonictweening,silveredit",PL,[],en,train/USER00004478/VIDEO00003390.mp4,2023-05-05 09:56,2594,15200,478000,87,18500,478000,0,8.3,333.0,30.0,1,0.3636,1.0,0.0,0.2392,0.3923,0.5,none,{}
VIDEO00002302,POST00001412,USER00003938,720,576,10,540p,mp4,original sound,10,"i,heart,sonicedit,sonic,sonicthehedgehog,sonicthehedgehogedit,silver,silveredit,silverthehedgehog,silverthehedgehogedit,edit,vsp,vspedit,videostar,videostarpro,viral,goviral,viralvideo,viraledit,highquality,hd,4k,highqualityedit,fy,fyp,foryou,foryoupage",US,[],en,train/USER00003938/VIDEO00002302.mp4,2023-01-21 00:51,92,405100,18900000,352,49100,18900000,0,8.4,643.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00004802,POST00003733,USER00002915,720,576,15,540p,mp4,son original,15,"SORRY,FOR,THE,GOOFY,silver,silveredit,silverthehedgehog,silverthehedgehogedit,blaze,blazeedit,blazethecat,blazethecatedit,sonic,sonicedit,sonicthehedgehog,sonicthehedgehogedit,edit,edits,viral,goviral,fyp,fypage,fypdongggggggg,fyppppppppppppppppppppppp,fypp",CA,"['silver x blaze', 'Silver The Hedgehog', 'silver the hedgehog edit', 'silver', 'blaze', 'blazethecat', 'silver edits', 'Sonic The Hedgehog Edits', 'sonic the hedgehog', 'blaze sonic']",en,train/USER00002915/VIDEO00004802.mp4,2023-08-13 21:48,2871,113100,2300000,93,205900,2300000,0,9.59,472.0,30.0,1,0.0667,1.0,0.0,0.4747,0.4747,1.0,none,{}
VIDEO00001255,POST00000433,USER00001596,576,576,7,540p,mp4,THIS SOUND IS VIRAL ONG,7,"EDIT,FOR,silversspines,silver,silverthehedgehog,silveredit,silverthehedgehogedit",GB,[],en,train/USER00001596/VIDEO00001255.mp4,2022-07-29 20:33,4517,128700,7400000,1228,174800,7400000,0,9.41,212.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00002877,POST00001953,USER00004238,720,720,8,720p,mp4,original sound,8,"qt,patootie,silvs,silverthehedgehog,silveredit,sonicedit,sonicthehedgehog,sonicthehedgehogedit,silverthehedgehogedit,edit,vsp,videostar,vspedit,hd,viral,goviral,viralvideo,viraledit,fyp,foryoupage,fy",US,[],en,train/USER00004238/VIDEO00002877.mp4,2023-03-21 02:36,20,22800,549600,219,6863,549600,0,9.05,490.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00004531,POST00003482,USER00004930,1024,576,6,540p,mp4,Will I Ever Love?,23,"Silver,viral,fyp,silver,jewellery,jewelry",GB,[],en,train/USER00004930/VIDEO00004531.mp4,2023-07-27 08:11,581,5092,1100000,68,5517,1100000,0,10.63,191.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00001212,POST00000393,USER00001381,1024,576,22,540p,mp4,From Now On,30,"Green,and,silver,foryou,foryoupage,fyp,glitter,relax",US,[],en,train/USER00001381/VIDEO00001212.mp4,2022-07-16 20:52,103,670700,36000000,141,45200,36000000,0,9.92,592.0,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00004535,POST00003486,USER00004930,1024,576,6,540p,mp4,Flashing Lights Freestyle Flow (feat. Dre Day),60,"White,gold,whitegold,jewelry,jewllery,gold,viral,silver,viral,love",GB,"['White Gold', 'white gold vs silver', 'White Gold Jewelry', 'rose gold jewellery', 'Gold', 'silver', 'gold jewelry', 'silver jewelry', 'White And Gold', 'Gold Rings']",en,train/USER00004930/VIDEO00004535.mp4,2023-07-27 17:13,581,5092,1100000,68,5517,1100000,0,11.42,172.0,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00002924,POST00001998,USER00003141,1024,576,16,540p,mp4,Hands up!,60,"umm,rouge,or,amy,next,silver,silverthehedgehog,sonic,sonicfanart,sonicthehedgehog,fyp,FAKE,BODY",UZ,"['silver the hedgehog', 'silver sonic', 'sonic', 'Sonic the Hedgehog', 'silver', 'Sonic Animation', 'hedgehogs', 'Sonic Edit', 'silver the hedgehog human version', 'silver the hedgehog edit']",en,train/USER00003141/VIDEO00002924.mp4,2023-03-25 10:13,78,1200000,42600000,238,13500,42600000,0,10.31,482.0,30.0,1,0.5,1.375,0.375,0.0373,0.2434,0.0,none,{}
VIDEO00004578,POST00003528,USER00003201,1024,576,7,540p,mp4,you know i look good,7,"price,under,RM10,DAYUMM,fyp,y2k,fypmalaysia",MY,[],en,train/USER00003201/VIDEO00004578.mp4,2023-07-31 00:24,87,3691,534900,14,9469,534900,0,7.79,212.0,30.0,1,0.4286,1.0,0.0,0.2626,0.6081,0.3333,none,{}
VIDEO00001049,POST00000240,USER00003577,1024,576,10,540p,mp4,sonido original,14,"SILVER,THE,HEDGEHOG,sonic,silverthehedgehog,sonicthehedgehog,sonic2",AT,"['silver the hedgehog', 'sonic', 'sonic the hedgehog', 'Sonic the Hedgehog Video game', 'Sonic Movie', 'Sonic Animation', 'Sonic The Hedgehog Movie', 'silver', 'super sonic 2 movie', 'super sonic 2']",en,train/USER00003577/VIDEO00001049.mp4,2022-05-06 17:38,0,13700,434700,11,77,434700,0,8.77,315.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00004878,POST00003802,USER00004888,1024,576,5,540p,mp4,original sound,20,"silver,girl,always,fyp,silver,silvergirls",US,[],en,train/USER00004888/VIDEO00004878.mp4,2023-08-19 19:55,1,675,177100,22,2,177100,0,10.13,153.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00003708,POST00002716,USER00000079,1024,576,79,540p,mp4,original sound,79,"Fav,haul,of,every,fyp,haul,bikini,summer,foryou,microinfluencer,unboxing,shein,bathingsuits",US,[],en,train/USER00000079/VIDEO00003708.mp4,2023-05-28 18:25,384,2843,178000,282,199800,178000,0,3.79,4767.0,60.0,1,1.0127,1.0875,0.0875,0.051,0.3579,0.0125,neutral,"{'happy': 0.0909, 'neutral': 0.697, 'sad': 0.1818, 'surprise': 0.0303}"
VIDEO00002350,POST00001459,USER00002927,1024,576,66,540p,mp4,Aesthetic,60,"How,to,make,a,mini,bow,Here,s,how,we,make,our,cute,bows,for,our,bridesmaid,proposal,howtomakeabow,howtoribbon,smallbusinesstipsforyou,weddingtips,diyribbonbow",CA,"['ribbon bow tutorial for hair', 'ribbon bow tutorial', 'how to make a ribbon bow', 'how to make ribbon', 'ribbon', 'ribbon tutorial', 'how to make a bow', 'ribbon bow', 'DIY Bows With Ribbon', 'bow with ribbon']",en,train/USER00002927/VIDEO00002350.mp4,2023-01-25 17:57,173,2256,36700,271,999,36700,0,9.62,1998.0,30.0,1,0.0758,1.0,0.0,0.0252,0.0935,0.0,none,{}
VIDEO00000843,POST00000051,USER00002907,1024,576,13,540p,mp4,Everybody Wants To Rule The World,102,"The,complicated,part,Be,sure,to,tag,me,in,your,bow,videos,so,I,can,see,cheer,bows,cheerbows,diy,bowmaking,handmade,28DaysOfEucerin",US,[],en,train/USER00002907/VIDEO00000843.mp4,2022-02-02 20:47,1201,30800,745400,996,4855,745400,0,8.3,393.0,30.0,1,0.1538,1.0,0.0,0.0654,0.13,0.0,none,{}
